"","x"
"RT @BRIIBABEYBITCH: Makes me sad thinking about jahar. He didn't deserve this! ",3
"RT @BrittanyKBees: I think @j_tsar is innocent.No solid proof,all questionable.Photos of private contractors w/ bags &amp; then w/o bags is…",3
"RT @BRlEL: Di timeline US lagi rame soal 2 pelaku bom boston yg beretnis chechen. Kabarnya ini akun @J_tsar pelaku bom boston.",3
"RT @Brottsanalys: Detta uppges vara en av Bostonbombarnas twitterkonto.Dzhokhar Tsarnaev’s twitter account appears to be @J_tsar",3
"RT @bryanarthur: Boston bomber twitter account @J_tsar",3
"RT @btmcnulty: RT @j_tsar: See you guys later. Leaving now. *Dies in boat*",3
"RT @BtoeyWL: เผื่อใครยังไม่รู้ นี่ทวิตเตอร์ของมือระเบิดBoston ที่ตอนนี้โดนจับอาการสาหัสอยู่&gt;&gt; @J_tsar (อย่ารีบตายนะ อยู่ทรมานนานๆ)",6
"RT @BunnyGurl: What is this?; PROOF! BMB is Staged Terror Attack @J_tsar @TroyCrossley #TroyCrossleyTruth ..all the love Jahar http://t.co/…",40
"RT @BusMom_Kimi: Glad I'm not alone in thinking that @J_tsar is innocent in all of this. Hope he gets a fair trial. :( #openminded",5
"RT @buzzmcdonnell: @J_tsar Hey, come out would ya? Come on? Hey? Are ya coming out? Fucking hey? Out? Are ya? Hey. Fucking out to fuck woul…",4
"RT @buzzmcdonnell: @J_tsar What are ya at lad? You're fucked. Chuck Norris is on his way on a motorbike.",5
"RT @C0d3Fr0sty: FYI: Twitter Account of Bombing Suspect @J_tsar",5
"RT @CaitiTheLilLady: So the bomber has a twitter profile? Weird..... @J_tsar",3
"RT @Calle13Oficial: Es increíble ver los mensaje del tipo 
@J_tsar como si nada hubiera pasado. A todos los que sigue el tipo los deben ten…",12
"RT @Calle13Oficial: este es el twitter  @J_tsar  de Dzhokhar Tsarnaev uno de los sospechosos de las bombas en Boston que continua fugitivo …",83
"RT @CallMeMoe_Bro: @xXjungaXx @j_tsar I'm guessing terrorists want to end world hunger and racism? http://t.co/CKZvmeLsx6",81
"RT @CallMeMoe_Bro: @xXjungaXx @j_tsar look bro its proof he was framed http://t.co/CS00SPVew8",54
"RT @Callux: Hey @J_tsar I heard you're... http://t.co/uZQcrCf6yl",20
"RT @Callux: Just come out with your hands up @J_tsar...",7
"RT @Callux: RT @J_tsar: Haha just watching the news, they think they have arrested me? Im in France #Cya",13
"RT @camachocarrill1: “@CG3thaKiiD: I'm starting to think @J_tsar is innocent... PROOF: http://t.co/QDtzeitFah #BostomBombing @TroyCrossley”…",24
"RT @CamMcClure: I just wanna know how @J_tsar got away.",3
"RT @Cannabidroid: Happy 4.20 @J_tsar !! Hope you like it, stress free kind of guy!! Play video game instead of bombing people you moron!",3
"RT @CAoun86: Did anyone realize that most of the people tweeting about @j_tsar are writing @j_star instead.",5
"RT @CaptainBigDick: Honestly if you read @J_tsar's past tweets, you'd think he was a normal guy.",22
"RT @CaptainBradH: “@J_tsar: Place your bets http://t.co/aSy0c7F95M” check out his licence plate (car on left). @GeoffArsenal",4
"RT @CaraBarone: Super creepy &gt;&gt; Read the eerie alleged tweets by suspect @J_tsar hours after bombing http://t.co/nTkTiS4N2G RT @huffp…",15
"RT @carlosamado13: lets fucking bang on this dude @J_tsar",3
"RT @carney: One of the things that convinced me that @j_tsar is authentic is that he tweeted pictures of cats. https://t.co/irK0eXlg4A",11
"RT @Celestine646F: they shot him through the throar stop him talking time 2 expose the usa once and 4 all @freejahar_ @j_tsar @freejahar2013",4
"RT @CellyHard: “@J_tsar: I'm a stress free kind of guy”

Have fun being forced to ""drop the soap"" in prison.",9
"RT @CG3thaKiiD: I'm starting to think @J_tsar is innocent... PROOF: http://t.co/lUbvVRJxIL #BostomBombing @TroyCrossley",65
"RT @ChalkyLemons: Well, I suppose I'm off to bed. @J_tsar and @TroyCrossley have my full support. #TroyCrossleyTruth #shitjustgotreal #stay…",4
"RT @charela777: @TroyCrossley They set the brothers up, just like Sandy Hook. They need a reason to take our rights way...and @J_tsar  is t…",11
"RT @ChelseaW04: Kind of strange how all posts on yahoo or news sites in defense of @J_Tsar are being deleted. What happened to freedom of s…",4
"RT @Chet_Cannon: Terrorist @J_tsar, I hear you're still moving?  I'll inform ""The Sisters.""  They were hoping they'd make your acquaintance…",3
"RT @Chet_Cannon: Terrorist @J_tsar, what did that feel like, you piece of shit?",34
"RT @Chet_Cannon: Twitter account for the younger terrorist is @J_tsar. His friends (people he follows) are among the most illiterate, stupi…",3
"RT @Chi_Chi617: @J_tsar even though you probably can't see this but if you do see this just turn in dude, don't get yourself killed",4
"RT @ChiefOpe: ""@J_tsar: Being bilingual is da bomb"" bad choice of words",9
"RT @ChiefOpe: So @J_tsar is the Boston bomber thats still on the run...",3
"RT @ChiefOpe: What if @J_tsar tweeted ""Im on a boat motherfucker""",33
"RT @Chiii141: LMFAOOO RT @SuLuNatDiggga: @J_tsar i hope they cut off ur eye lids and make u watch wnba highlights for the rest of ur life.",3
"RT @ChinksMcGee: ",4
"RT @Chris_Harlow: “@J_tsar: Peanut butter, fluff and nutella #iwentthere” just another human being living his life. #falseflag #Boston #cis…",3
"RT @ChrisAThomas112: @J_tsar Hey pussy get out of the fucking boat #terrorist #PieceOfShit",3
"RT @chrissbrenner: @J_tsar Please turn yourself in before more innocent people are harmed. Why are u on this rampage? Tell the world your s…",18
"RT @Chrissymacc: The twitter account of the Boston Marathon Bomber @J_tsar according to CNN. Very chilling stuff.",3
"RT @cjwengler666: ""@J_tsar: Being bilingual is da bomb"" awkward...",4
"RT @cjwengler666: Follow back? @J_tsar",5
"RT @cjwengler666: Holy shit...Look at suspect 2's twitter account. He called out a fake story on his victim “@J_tsar: @ImRealTed fake story”",5
"RT @ckanal: .@BostonGlobe reported that on #BostonMarathon Monday 1 year ago, @j_tsar tweeted a quote from the Koran
http://t.co/l0G1xvoqBi",5
"RT @ckanal: .@j_tsar was following 109 accounts. He's now following 95. A closer look at his #SocialMedia connections: http://t.co/vj36OuV0…",6
"RT @ckanal: Correction: *On same day* as #BostonMarathon 2012, @j_tsar paraphrased a Koran verse: http://t.co/oTxjqzqvAB (thanks @adamgabba…",3
"RT @ckanal: During #BostonMarathon 2012, @j_tsar paraphrased Al-Anfal 8:36, Koran verse often used by radical Muslims: http://t.co/oTxjqzqv…",5
"RT @cknox03: Hey @J_tsar http://t.co/XueGPOwW2w",3
"RT @clarkmorse10: Gotcha! @J_tsar #gotohell",4
"RT @ClaudiaBerbeo: El mundo volcado sobre cuenta de twitter del sospechoso #2 -&gt; @J_tsar #manhunt #BostonManhunt",3
"RT @claycuda: I know that I am about to get a ton of hate for this, but something in Boston still seems fishy. @J_tsar #innocentuntilproven…",8
"RT @ClrVt: ボストン・テロの容疑者のアカウント @J_tsar フォロワー急増中。連邦法で死刑になる見通しとのこと。ボヘミアン・ラプソディが聞こえてきそうだ・・・。",62
"RT @ClutchLikeMJ: “@TroyCrossley: the way @J_tsar got framed it relates to 9/11 the goverments fucked open your eyes ppl

#troycrosselytrut…",4
"RT @codypala: I don't know why people are applauding for the capture of @J_tsar, reflecting on his tweets proves that he's just as American…",3
"RT @coketweet: .@J_tsar Enjoy spending your 4/20 with the High-Value Detainee Interrogation Group!",8
"RT @ColinUdoh: Finally, suspect @j_tsar in custody. But this is where the real story begins",4
"RT @comediancooper: #manhunt Body found in boat of backyard after shots fired. Bomber suspect @J_tsar apparently is down. Explains the 5 am…",8
"RT @comediancooper: TURN YOURSELF IN!!!!!!! @J_tsar RT",12
"RT @comediancooper: Who's working on a new version of ""I'm On A Boat"" for that asshole Dzhokhar Tsarnaev @J_tsar #bostonmanhunt   https://t…",6
"RT @comediancooper: Whoa........... ""@J_tsar: People that don't know how to apologize will be sorry one day""",3
"RT @ComicJohnPowers: @J_tsar ""got a haircut"" 5 days ago. We should've known something was wrong. Oh, and your uncle called you a ""loser"" by…",3
"RT @CondescendTorts: .@J_tsar And you motherfucker act like you forget about all that penis you're getting in prison.",5
"RT @Conorpetersen: i don’t know if @J_tsar is innocent or guilty when i look this pic http://t.co/ukPSSp3QTI he's wearing a white backpack …",23
"RT @cornshoes: i guess @police @cia @swat @fbi @cnn and @cops are #ff’ing @J_tsar",4
"RT @CoryRencricca: I'm kind of convinced @J_tsar was set up. That's just me though",4
"RT @CountBettman: .@J_tsar  if you surrender to the police I will give you 5% off on all orders at http://t.co/vvX6cJmv7d",68
"RT @Cowboy_Kelley: YOU STRESSIN NOW BRUH RT “@J_tsar: I'm a stress free kind of guy”",3
"RT @Cox_J: Yo @j_tsar. You're about to get merked.",5
"RT @CPouly: Le compte Twitter du suspect, toujours vivant et actuellement recherché, de l'attentat de Boston : @J_tsar",3
"RT @cpugs: by looking at @j_tsar twitter it really seems like the government just set him up idk he seems like a normal guy",8
"RT @craigleeq: @J_tsar http://t.co/tRXMIaLaLI",3
"RT @crazyforcarrie: I see what you did there. RT @J_tsar Being bilingual is da bomb",3
"RT @CRickey2364: ""I'm on a boat!""- @j_tsar",3
"RT @CrowleyTIME: So who is @therealAbdul_? Dzokhar from Aug 2012: @J_tsar: @therealAbdul_ boston marathon isn't a good place to smoke tho",3
"RT @crucker1979: @i_Rawia @j_tsar @muftimenk I don't think this kid did it. It's a cover up for the Saudi going Tuesday. God knows the truth",3
"RT @CrystalLewis60: Hopefully that will be all over soon. Rot in hell you piece of shit. @J_tsar",6
"RT @cupcakekristin: Slightly concerned with humanity when I see that @j_tsar (Boston bomber) has over 74,000 followers. No tweets from jail…",3
"RT @CUSkyGal: @TweetSmarter @J_tsar 's followers grow by the thousands since the media has released his twitter handle. way to idolize a ki…",5
"RT @CyberJustice1: How the hell did @J_tsar get away after the shootout that killed his brother ?? This baffles me ?? No police followed hi…",4
"RT @D_Rose4: Dear Dzhokar Tsarnaev -- Boston Bombing terrorist still on the loose. #BostonMarathon #Manhunt @J_tsar (Jahar) http://t.co/gtX…",165
"RT @Danarazzi: “@J_tsar: ""September 10th baby, you know what tomorrow is. Party at my house!"" #thingsyoudontyellwhenenteringaroom” Sick jok…",3
"RT @Dantalion_: Six Stars #GTA @J_tsar http://t.co/Hg6tIZg6bt",12
"RT @danwootton: Bizarre looking at alleged Twitter account of one of Boston bombers @j_tsar Doesn't seem a nice bloke, but no sign of what …",46
"RT @DBArgenis: RT @J_tsar I just unlocked the ""I'm on a boat!"" badge on FourSquare!",5
"RT @dbetcher44: Boston Bombing suspect @j_tsar brought into custody tonight, but not before earning 72.2k ignorant American twitter followe…",11
"RT @dchud: captured ~500,000 tweets mentioning @J_tsar or his full name over the past 48 hours. what questions to ask in looking into this …",4
"RT @DeanoDale: That 19 year old #Boston bombers Twitter, doesn't sound like a terrorist, he puts smiley faces on waffles @j_tsar",3
"RT @debfene: Suspect 2 “@J_tsar: I don't argue with fools who say islam is terrorism it's not worth a thing,let an idiot remain an idiot” #…",4
"RT @deboradiogenes: Bem, se o @j_tsar for inocente, os responsáveis pelas bombas de Boston já devem estar do outro lado do mundo",3
"RT @DefendWallSt: Can we please stop following @J_tsar.  It's embarrassing he has more followers than most people on Twitter and he's a ter…",7
"RT @DefinitionOfFaF: “@J_tsar: Ain't no love in the heart of the city, stay safe people”

Yeah especially not with assholes like you. Have …",6
"RT @DefinitionOfFaF: Below is a tweet from the 19 year old bomber that he sent on Wednesday, 2 days after the bombing.

“@J_tsar: I'm a str…",4
"RT @Deon_Mark: Here's the twitter page of the 19 year old terrorist's twitter. He seemed like just another kid... @J_tsar",3
"RT @DestinyBoston: @J_tsar mmm you dead ?",5
"RT @dewobratakusuma: akun twitter nya =&gt; @J_tsar RT @kompascom: Usai Beraksi, Tersangka Bom Boston Masih ""Nge-tweet"" http://t.co/Ktp5UfC…",3
"RT @DGreen514: im way too obsessed with Dzhokhar Tsarnaev and this whole case @j_tsar and i really dont know why its strange #jahar #boston…",3
"RT @dhume01: So Dzhokhar Tsarnaev @J_tsar's last tweet yesterday was an RT of @muftimenk, a Saudi-trained cleric based in Zimbabwe of all p…",5
"RT @dickmezarry: “@J_tsar: I'm a stress free kind of guy” http://t.co/8JPC2Qva7j",63
"RT @dickmezarry: “@J_tsar: I'm a stress free kind of guy” http://t.co/iAepOBRHML",24
"RT @dickmezarry: THE BOMBERS TWITTER BYE @J_tsar",4
"RT @DiianaGarita: Cuenta de twitter del sospechoso que acaban de capturar: @J_tsar #boston #watertown",5
"RT @dinosaurtrader: most ironic tweet ever. RT @J_tsar Evil triumphs when good men do nothing #manhunt",22
"RT @DixieNormousUSA: ",17
"RT @DJA_Tron: The bomber was real nigga --&gt; RT @J_tsar No one is really violent until they're with the homies",3
"RT @djfisher34: @ABC Look at the license plate on left car in the picture posted on the @J_tsar account... it says ""terrorists""",3
"RT @djfisher34: @J_tsar Dude you're about to be real stress free when you are dead",4
"RT @DKRSEKAPN: “@J_tsar he’s innocent and here is the proof. #SetUp http://t.co/0Ys9E9KOub http://t.co/OxkOtKbTk0 http://t.co/dhtaOGEatt” @…",3
"RT @dnisse_va: @TroyCrossley Hope terrorits don't do th same to @J_tsar #Tamerlan ""who is w/o sin,cast th first stone""madeforsupport http:/…",3
"RT @DraankSinatra: In case YOU care this Is The eleged Boston bombers twitter account &gt;&gt;&gt;&gt;@J_tsar &lt;&lt;&lt;&lt;",3
"RT @DrAaronSilver: hey @J_tsar, you haven't tweeted in a while. are you ok? DM me when you see this",3
"RT @DrinkToTheTide: “@J_tsar: I wanna study a broad or two” STUDY IN HELL",5
"RT @DrinkToTheTide: “@J_tsar: I'm a stress free kind of guy” because running away from thousands of law enforcements is so peaceful ",5
"RT @dumskallee: Hey omar what was that you were saying about aspiring to be like @J_tsar ? @cnnbrk @BBCBreaking @SkyNewsBreak",5
"RT @DUSTIN_RHODES1: Hey @j_tsar, please turn yourself in. #NoMorePain #PrayForBoston",15
"RT @DustinHosseini: Something clearly isn't right. reading suspect @j_tsar's tweets. Looks like a normal kid. Yet #politicians have already…",3
"RT @DustinSlaughter: Jahar's (@J_tsar) Twitter bio translates to ""Peace on you."" #Watertown",3
"RT @dvidmkfitness: I never fight for a terrorist's freedom! The reason I am fighting now is b/c @J_tsar isn't one... He was framed. Learn t…",36
"RT @DylanMeador: Says the guy who bombed Boston. ""@J_tsar Ain't no love in the heart of the city, stay safe people""",4
"RT @Dysgraphicfreak: “@J_tsar: That homework that I was supposed to do, yeaa I'm still doing it” See kids, even terrorists do their homework",6
"RT @Dysgraphicfreak: “@TroyCrossley: follow my lead as I lead everyone to @J_tsar ""s innosence and justice for his freedom spread the word”…",3
"RT @DzhokharsBoat: Dude, @J_tsar, if you get hungry while in here, there's a tackle box full of fish hooks, you ASS HOLE. #bostonmanhunt #w…",8
"RT @DzhokharsBoat: Hey @J_tsar, I know you can hear me bro. Take it like a man, agree to come out peacefully, and these officers won't abso…",5
"RT @DzhokharsBoat: Seriously, this kid @J_tsar is having trouble figuring out how to operate me. Hint: You can't carjack a boat over land. …",4
